timestamp,source,Longitude,Latitude,statecode,lganame,lgacode,wardname,wardcode,settlementname,Primary settlements,settlementid,globalid,Status,GDB Health Facility Name,health facility_longitude,health facility_latitude,Population under 1 year,Population under 5 years,Distance from Health facility to Settlement
20170508113504+01:00,eHA_Polio,9.834222275,11.86421617,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Sabon Sara Dutse,,3900643,10e935d6-4356-4eb2-a598-87a3b39f97b6,RI Settlements existing in the GBD,Gamsha Health Clinic,9.85911,11.88248,10,64,5
20170508113505+01:00,eHA_Polio,9.93306772,11.92834474,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Arama,,3875837,4e3b414c-4cf2-4e5c-adaf-bbb1f386f781,RI Settlements existing in the GBD,Gululu Health Post,9.936837,11.93954,10,72,2
20170508113505+01:00,eHA_Polio,9.892359761,11.92153792,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Bilkicheri,,3766883,73b8d4d1-e92c-48d1-8fc2-92fc449efe54,RI Settlements existing in the GBD,Gululu Health Post,9.936837,11.93954,8,53,6
20170508113505+01:00,eHA_Polio,9.9517923,11.94286388,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Dani,,3859190,7344e9ef-e768-4685-949c-b4d5f95a1c53,RI Settlements existing in the GBD,Gululu Health Post,9.936837,11.93954,15,103,2
20170508113504+01:00,eHA_Polio,9.96769849,11.93824793,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Garin Dan Manu Adua,,3691845,21f7d7ff-a506-4d92-ab10-b5370b373471,GDB Settlements,Gululu Health Post,9.936837,11.93954,,,
20171014171640+01:00,Bauchi RI,9.968697,11.932074,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Garin Dan Manu Fulani Dolori,,3649758,446274bb-7f9c-4c9c-b925-275d3d98ce79,RI Settlements collected from the field,Gululu Health Post,9.936837,11.93954,11,79,5
20171112223428+01:00,Bauchi RI,9.956274,11.922365,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Garin Malam Yau,,3666317,a6b43353-d7a6-4c9e-a075-2fe541539302,RI Settlements collected from the field,Gululu Health Post,9.936837,11.93954,75,529,4
20171014171640+01:00,Bauchi RI,9.973074,11.915219,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Garin Tsamiyan ,,3699618,70555a43-754a-46f9-853e-d3794bb18e1b,RI Settlements collected from the field,Gululu Health Post,9.936837,11.93954,8,54,5
20170508113506+01:00,eHA_Polio,9.94964644,11.95170724,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Gasakoli,,3875856,f761086d-2e63-4e29-8a22-7314431e78a9,RI Settlements existing in the GBD,Gululu Health Post,9.936837,11.93954,15,102,3
20170508113504+01:00,eHA_Polio,9.90201044,11.91761625,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Gatari Yamma,,3758563,0520d8b6-08c7-4f65-9caf-9b293975fb1f,RI Settlements existing in the GBD,Gululu Health Post,9.936837,11.93954,8,61,6
20171014171641+01:00,Bauchi RI,9.870507,11.906872,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Gidan Kwalan Jigawa,,3699605,27bac331-06b9-423f-b9f0-1cd6eaf1c56d,RI Settlements collected from the field,Gululu Health Post,9.936837,11.93954,7,48,10
20170508113506+01:00,eHA_Polio,9.93677229,11.93764706,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Gululu ,,3842493,dad43579-ac28-4668-88e8-ea0900816f65,RI Settlements existing in the GBD,Gululu Health Post,9.936837,11.93954,11,81,1
20170508113505+01:00,eHA_Polio,9.911804143,11.93710502,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Hatsin Kaisu,,3791983,3f88657e-03b5-4266-ad57-121081abb582,RI Settlements existing in the GBD,Gululu Health Post,9.936837,11.93954,10,72,4
20171014171641+01:00,Bauchi RI,9.930545,11.913042,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Kura ,,3749684,bdd6c395-8d35-4ffd-b119-30e3891aaf38,RI Settlements collected from the field,Gululu Health Post,9.936837,11.93954,50,359,4
20171014171640+01:00,Bauchi RI,9.691507,11.783909,BA,Itas/Gadau,5010,Buzawa,BA1006,Aujigina,,3883546,2e1f3bdf-bb0b-429a-aee5-daa55d6449d1,New Settlements,Buzawa Dispensary,9.704285,11.76849,,,
20170508113505+01:00,eHA_Polio,9.70539103,11.76816197,BA,Itas/Gadau,5010,Buzawa,BA1006,Buzawa ,,3741543,cb96ddec-bc2e-49d8-87a3-102babc92713,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,90,484,1
20170508113506+01:00,eHA_Polio,9.73756116,11.78528509,BA,Itas/Gadau,5010,Buzawa,BA1006,Danbatta,,3791709,cc687ca9-6a46-4e26-b875-d6599eb5bc84,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,6,37,5
20170508113505+01:00,eHA_Polio,9.71607392,11.76047315,BA,Itas/Gadau,5010,Buzawa,BA1006,Galadimawa ,,3908881,952150d5-b256-4155-8d96-03ab64e32a79,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,11,62,2
20170508113504+01:00,eHA_Polio,9.70187564,11.76037556,BA,Itas/Gadau,5010,Buzawa,BA1006,Gwarazawa ,,3658380,1d67d050-79e6-40bc-bd35-1ecfc62b0d22,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,13,69,6
20170508113505+01:00,eHA_Polio,9.70310376,11.77891528,BA,Itas/Gadau,5010,Buzawa,BA1006,Kachokal ,,3658383,c404aebf-2015-4c12-acec-ab68e535557b,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,12,65,2
20170508113505+01:00,eHA_Polio,9.732732137,11.79014735,BA,Itas/Gadau,5010,Buzawa,BA1006,Kafin Jeji Fulani,,3892161,7a222eb5-a6c9-4fdf-8e5d-403746991302,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,14,82,6
20170508113506+01:00,eHA_Polio,9.73629849,11.78593644,BA,Itas/Gadau,5010,Buzawa,BA1006,Koki,,3758320,f88e1939-03ab-44a3-adbb-43267a5a50ca,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,8,45,5
20170508113505+01:00,eHA_Polio,9.739070475,11.77550129,BA,Itas/Gadau,5010,Buzawa,BA1006,Ramin Kura Ganuwa,,3699991,946b1a8c-ca70-4256-902d-934178dd0ba0,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,10,59,5
20170508113505+01:00,eHA_Polio,9.74337492,11.77024284,BA,Itas/Gadau,5010,Buzawa,BA1006,Ramin Kura Jigawa,,3658424,73033f8e-a83e-4bb3-94fb-8022f05f4a43,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,11,67,6
20170508113504+01:00,eHA_Polio,9.7444423,11.77509776,BA,Itas/Gadau,5010,Buzawa,BA1006,Ramin Kura Kwari,,3708194,19fc592a-9f7f-4c77-85a7-03fc5a760df6,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,10,59,5
20171014172140+01:00,Bauchi RI,9.735345,11.760606,BA,Itas/Gadau,5010,Buzawa,BA1006,Rigar Jauro Amadu,,3666299,d5e94954-add5-494e-8881-e2091ae7cc81,RI Settlements collected from the field,Buzawa Dispensary,9.704285,11.76849,9,56,5
20170508113505+01:00,eHA_Polio,9.73937378,11.77206632,BA,Itas/Gadau,5010,Buzawa,BA1006,Rigar Shanono,,3858866,c136baa1-5a48-414a-a5dd-9de6d2557b0a,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,18,85,5
20170508113505+01:00,eHA_Polio,9.73831982,11.77850023,BA,Itas/Gadau,5010,Buzawa,BA1006,Tashar Danwake,,3908914,8a07a367-7196-4ab1-9cd2-21c558dfd2ab,RI Settlements existing in the GBD,Buzawa Dispensary,9.704285,11.76849,7,43,5
20171014171640+01:00,Bauchi RI,9.747125,11.762505,BA,Itas/Gadau,5010,Buzawa,BA1006,Unguwar Gidare,,3833345,769df506-e881-4f25-a817-f68d853e72f2,New Settlements,Buzawa Dispensary,9.704285,11.76849,,,
20171014171641+01:00,Bauchi RI,9.801456,11.811739,BA,Itas/Gadau,5010,Buzawa,BA1006,Gidan Ganji ,,3799770,481e8cfb-f234-496c-bd0f-42934121e68a,RI Settlements collected from the field,Gidan Ganji Primary Health Clinic,9.80249,11.81152,70,425,1
20170508113505+01:00,eHA_Polio,9.80158634,11.79569373,BA,Itas/Gadau,5010,Buzawa,BA1006,Gidan Gide,,3875620,bc3f3596-a561-4e14-af9f-9afb185085f6,GDB Settlements,Gidan Ganji Primary Health Clinic,9.80249,11.81152,,,
20170508113505+01:00,eHA_Polio,9.78303325,11.80468778,BA,Itas/Gadau,5010,Buzawa,BA1006,Gidan Wanga,,3775237,5c701737-7d04-4c1a-83d8-c5d49d1cda98,RI Settlements existing in the GBD,Gidan Ganji Primary Health Clinic,9.80249,11.81152,10,65,3
20170508113505+01:00,eHA_Polio,9.757109,11.79585715,BA,Itas/Gadau,5010,Buzawa,BA1006,Kagadama,,3675000,b2de98b3-a1e5-4f47-a1a2-f5fdd88a8b6a,RI Settlements existing in the GBD,Gidan Ganji Primary Health Clinic,9.80249,11.81152,16,101,6
20170508113505+01:00,eHA_Polio,9.75779732,11.80344447,BA,Itas/Gadau,5010,Buzawa,BA1006,Kakanda,,3775199,7ae417e1-4267-4f6b-99e5-3087ca2343b7,RI Settlements existing in the GBD,Gidan Ganji Primary Health Clinic,9.80249,11.81152,15,89,6
20170508113505+01:00,eHA_Polio,9.82498789,11.80387204,BA,Itas/Gadau,5010,Buzawa,BA1006,Kakomo,,3675083,cbbf64fd-e5c7-4b39-bef4-5c304551fb1c,RI Settlements existing in the GBD,Gidan Ganji Primary Health Clinic,9.80249,11.81152,12,81,4
20170508113505+01:00,eHA_Polio,9.76078078,11.79136398,BA,Itas/Gadau,5010,Buzawa,BA1006,Katsinawa ,,3808461,475cd012-2829-4742-a733-987e57b3d1c2,RI Settlements existing in the GBD,Gidan Ganji Primary Health Clinic,9.80249,11.81152,11,67,6
20170508113505+01:00,eHA_Polio,9.81353897,11.80070352,BA,Itas/Gadau,5010,Buzawa,BA1006,Nangere,,3708302,732d95a1-73ef-4cb9-a908-b6af6f54bef2,GDB Settlements,Gidan Ganji Primary Health Clinic,9.80249,11.81152,,,
20171014172140+01:00,Bauchi RI,9.80180243,11.82713038,BA,Itas/Gadau,5010,Buzawa,BA1006,Yalwa ,,3666302,cfc99a90-04a2-4342-92a1-e0142e28dc9c,RI Settlements collected from the field,Gidan Ganji Primary Health Clinic,9.80249,11.81152,12,75,5
20171014171640+01:00,Bauchi RI,9.847032,11.840911,BA,Itas/Gadau,5010,Buzawa,BA1006,Araka Yarayi,,3883559,79f0221a-ef43-4f44-9ad3-f13beda26918,New Settlements,Yaraye Health Center,9.843599,11.83248,,,
20171014172140+01:00,Bauchi RI,9.73468,11.76641,BA,Itas/Gadau,5010,Buzawa,BA1006,Garin Waziri,,3883549,54a97bf5-ac68-4ee3-b003-9e8861e4bdeb,New Settlements,Yaraye Health Center,9.843599,11.83248,,,
20170508113505+01:00,eHA_Polio,9.83600707,11.81650889,BA,Itas/Gadau,5010,Buzawa,BA1006,Gidan Maaji,,3725139,9fcf8e59-60ba-48b9-9077-28cb542aa79f,RI Settlements existing in the GBD,Yaraye Health Center,9.843599,11.83248,13,85,5
20170508113506+01:00,eHA_Polio,9.83393468,11.80840891,BA,Itas/Gadau,5010,Buzawa,BA1006,Gidan Wanzan,,3775308,e3e12faf-5500-42f4-aa9f-7e9c86511c74,RI Settlements existing in the GBD,Yaraye Health Center,9.843599,11.83248,4,26,12
20170508113505+01:00,eHA_Polio,9.82549653,11.82768295,BA,Itas/Gadau,5010,Buzawa,BA1006,Hatsara,,3775292,b800e078-be02-48bf-bf5c-843465feb7ac,RI Settlements existing in the GBD,Yaraye Health Center,9.843599,11.83248,10,61,3
20171014171641+01:00,Bauchi RI,9.821305,11.826578,BA,Itas/Gadau,5010,Buzawa,BA1006,Kauyen anbi,,3883555,0f8c9629-8676-404f-921f-53a4c3853d0a,RI Settlements collected from the field,Yaraye Health Center,9.843599,11.83248,5,34,3
20170508113505+01:00,eHA_Polio,9.85379796,11.8373203,BA,Itas/Gadau,5010,Buzawa,BA1006,Kauyen Kaudama,,3708378,c91d189b-a543-475c-8a9c-426d25bd454d,GDB Settlements,Yaraye Health Center,9.843599,11.83248,,,
20170508113506+01:00,eHA_Polio,9.8463593,11.83484691,BA,Itas/Gadau,5010,Buzawa,BA1006,Yarayi ,,3808576,e03fb2db-a798-47a7-8c67-64aabf462cba,RI Settlements existing in the GBD,Yaraye Health Center,9.843599,11.83248,99,637,1
20170508113505+01:00,eHA_Polio,9.86594301,11.82513397,BA,Itas/Gadau,5010,Buzawa,BA1006,Yarayin Fulani,,3892361,83a0f87c-05f0-429f-9d36-035ce1fb8872,RI Settlements existing in the GBD,Yaraye Health Center,9.843599,11.83248,4,27,3
20180128001726+01:00,Bauchi RI,10.007944,11.953714,BA,Itas/Gadau,5010,Diga,BA1013,Babu Gudu Gabas,,3901713,16f71f98-8e3e-4539-88d8-9dc305a96c7b,RI Settlements collected from the field,Babu Gudu Maternity,10.00559,11.95343,75,489,1
20171112221422+01:00,Bauchi RI,10.00464073,11.95290148,BA,Itas/Gadau,5010,Diga,BA1013,Babugudu Yamma,,3733152,79637ed5-5e4a-408f-a3d9-5fc886234444,New Settlements collected based on JSI data collection,Babu Gudu Maternity,10.00559,11.95343,,,
20170508113505+01:00,eHA_Polio,10.00746634,11.97576132,BA,Itas/Gadau,5010,Diga,BA1013,Dolama,,3675350,4e4e1c8e-c807-4d6d-a363-185caae16161,RI Settlements existing in the GBD,Babu Gudu Maternity,10.00559,11.95343,12,81,3
20171014171641+01:00,Bauchi RI,9.985005,11.944562,BA,Itas/Gadau,5010,Diga,BA1013,Jalori,,3699619,bd6681f9-476f-4634-a848-3647e8f32247,RI Settlements collected from the field,Babu Gudu Maternity,10.00559,11.95343,16,112,3
20170508113504+01:00,eHA_Polio,9.98748512,11.92238088,BA,Itas/Gadau,5010,Diga,BA1013,Kuwar,,3825706,0c1a1622-667e-4640-ac69-e34c4f68a08e,RI Settlements existing in the GBD,Babu Gudu Maternity,10.00559,11.95343,3,22,6
20171014171641+01:00,Bauchi RI,9.993565699,11.96070179,BA,Itas/Gadau,5010,Diga,BA1013,Lafiyari ,,3833368,446a0ff9-aa6d-4fc1-ba91-ad173073ae8b,RI Settlements collected from the field,Babu Gudu Maternity,10.00559,11.95343,5,30,2
20170508113505+01:00,eHA_Polio,9.97701362,11.91596234,BA,Itas/Gadau,5010,Diga,BA1013,Rigar Bawa,,3775542,8e79dbb3-3eab-41d3-a781-8618300f0a19,GDB Settlements,Babu Gudu Maternity,10.00559,11.95343,,,
20171014171641+01:00,Bauchi RI,10.01985855,11.95232509,BA,Itas/Gadau,5010,Diga,BA1013,Rigar Jauro Hassan,,3867042,18914595-479b-4ba7-86e2-866c2abb1e5f,RI Settlements collected from the field,Babu Gudu Maternity,10.00559,11.95343,3,20,2
20171014202801+01:00,eHA_Polio,9.97333394,11.93040125,BA,Itas/Gadau,5010,Diga,BA1013,Rigar Joji,,3850233,f1ff1639-0b06-463e-8205-83bc6dfd1743,RI Settlements existing in the GBD,Babu Gudu Maternity,10.00559,11.95343,28,190,6
20171014172140+01:00,Bauchi RI,9.994017,11.925476,BA,Itas/Gadau,5010,Diga,BA1013,Rugar Bale,,3733151,c1161e3b-d6d8-44fc-91bc-ca417dd3e6eb,RI Settlements collected from the field,Babu Gudu Maternity,10.00559,11.95343,10,66,6
20170508113506+01:00,eHA_Polio,10.00766747,11.88529425,BA,Itas/Gadau,5010,Diga,BA1013,Tsangaya Diga,,3725416,ed24e4c8-933f-4b94-ba70-075e105db0f9,RI Settlements existing in the GBD,Babu Gudu Maternity,10.00559,11.95343,9,58,12
20171014172140+01:00,Bauchi RI,9.975177,11.935497,BA,Itas/Gadau,5010,Diga,BA1013,Tumfafi,,3833365,75f56412-c26c-4593-a13c-92b77118ea46,RI Settlements collected from the field,Babu Gudu Maternity,10.00559,11.95343,18,108,5
20170508113506+01:00,eHA_Polio,9.97573075,11.95212253,BA,Itas/Gadau,5010,Diga,BA1013,Yargaskam,,3741931,e7729d44-d3bf-426e-8ef4-1f7dbe473b66,RI Settlements existing in the GBD,Babu Gudu Maternity,10.00559,11.95343,10,67,5
20170508113505+01:00,eHA_Polio,10.01445699,11.9457289,BA,Itas/Gadau,5010,Diga,BA1013,Zango,,3825730,472ab988-a397-4633-84a1-94b95175f8ff,RI Settlements existing in the GBD,Babu Gudu Maternity,10.00559,11.95343,15,102,10
20170508113505+01:00,eHA_Polio,10.00986741,11.92784496,BA,Itas/Gadau,5010,Diga,BA1013,Dadin Kowa,,3875915,b73ef125-57a0-4127-982d-f283ea31c7ff,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,19,123,6
20170508113505+01:00,eHA_Polio,10.00858368,11.88589008,BA,Itas/Gadau,5010,Diga,BA1013,Diga,,3808786,591d91d7-f445-48ad-a38d-cfa48fff911d,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,16,114,2
20170508113505+01:00,eHA_Polio,10.02471366,11.87030256,BA,Itas/Gadau,5010,Diga,BA1013,Galaba,,3742001,6e6ad103-02b9-4a78-aefd-8d53dd1f407a,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,7,49,5
20170508113505+01:00,eHA_Polio,10.01405926,11.87193802,BA,Itas/Gadau,5010,Diga,BA1013,Kono,,3741982,8286ed25-9eee-4880-afb4-5c3758fd7bfd,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,8,57,3
20171014171641+01:00,Bauchi RI,10.01432925,11.86569804,BA,Itas/Gadau,5010,Diga,BA1013,Lutai Arewa,,3850239,4a060447-ee89-4568-abd1-e342da690674,RI Settlements collected from the field,Nasarawo Primary Health Care,10.00504,11.89359,7,47,4
20170508113505+01:00,eHA_Polio,10.02059798,11.92156694,BA,Itas/Gadau,5010,Diga,BA1013,Maraku,,3859280,4be31596-59a4-42ad-9a29-3f2e74fba90b,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,12,77,4
20170508113505+01:00,eHA_Polio,10.00749398,11.8952927,BA,Itas/Gadau,5010,Diga,BA1013,Nasarawo ,,3708595,6f5d3164-9f41-4944-a718-afba38facb36,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,96,681,1
,JSI RI,10.02341833,11.880125,BA,Itas/Gadau,5010,Diga,BA1013,Rigar Dahiru,,,,collected by JSI,Nasarawo Primary Health Care,10.00504,11.89359,,,
20170508113505+01:00,eHA_Polio,10.02469799,11.87925173,BA,Itas/Gadau,5010,Diga,BA1013,Rugar Adamu,,3742000,9b6e3c0b-62dd-48e2-b203-4bdc55f1f706,GDB Settlements,Nasarawo Primary Health Care,10.00504,11.89359,,,
20171014172140+01:00,Bauchi RI,10.028221,11.920583,BA,Itas/Gadau,5010,Diga,BA1013,Rugar Alhaji Shano,,3900250,c20ae454-158f-4f8d-9d88-e3f245f665c4,New Settlements,Nasarawo Primary Health Care,10.00504,11.89359,,,
20171014172140+01:00,Bauchi RI,10.025668,11.930079,BA,Itas/Gadau,5010,Diga,BA1013,Sabon Gari Buzaye,,3783227,cba1cea6-7ced-42ff-9078-eea78947a36d,New Settlements,Nasarawo Primary Health Care,10.00504,11.89359,,,
20170508113505+01:00,eHA_Polio,10.00317185,11.90603023,BA,Itas/Gadau,5010,Diga,BA1013,Tsalle,,3892551,71b5a7da-5cef-424a-a145-16665fe65022,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,9,65,2
20170508113505+01:00,eHA_Polio,10.00854262,11.908859,BA,Itas/Gadau,5010,Diga,BA1013,Turmi ,,3909286,4259e7ef-9be2-43cc-8e84-eba9dafc3d0c,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,14,97,3
20170508113505+01:00,eHA_Polio,10.01139618,11.91989041,BA,Itas/Gadau,5010,Diga,BA1013,Yalwan Ruwa,,3658783,acd0b4df-62c3-4e66-bfe5-d75f81a4dbf9,RI Settlements existing in the GBD,Nasarawo Primary Health Care,10.00504,11.89359,11,72,4
20170508113505+01:00,eHA_Polio,10.20680647,11.85660023,BA,Itas/Gadau,5010,Gadau,BA1009,Abbari ,,3725647,5c4e1eea-f7c8-4aed-9ad0-4541cd47056a,RI Settlements existing in the GBD,Abbari Health Post,10.20789,11.85632,13,71,1
20170508113505+01:00,eHA_Polio,10.29690506,11.9019398,BA,Itas/Gadau,5010,Gadau,BA1009,Gwangwamari,,3842907,92f5b4a3-8912-4018-947f-f5d969098de7,RI Settlements existing in the GBD,Abbari Health Post,10.20789,11.85632,21,122,12
20171014172140+01:00,Bauchi RI,10.272194,11.869771,BA,Itas/Gadau,5010,Gadau,BA1009,Hardo Isah ,,3783241,b74725d1-d8a7-466c-880d-66b89544273b,RI Settlements collected from the field,Abbari Health Post,10.20789,11.85632,125,592,9
20170508113505+01:00,eHA_Polio,10.28242401,11.87216636,BA,Itas/Gadau,5010,Gadau,BA1009,Hardo Jankai ,,3876217,bd0d2e3e-57dd-465a-bd29-232b4b132059,RI Settlements existing in the GBD,Abbari Health Post,10.20789,11.85632,154,888,9
20170508113505+01:00,eHA_Polio,10.23991598,11.86395803,BA,Itas/Gadau,5010,Gadau,BA1009,Kalgeri,,3742286,c5897fdc-09d1-4010-865c-629334ff617f,RI Settlements existing in the GBD,Abbari Health Post,10.20789,11.85632,7,38,4
20170508113505+01:00,eHA_Polio,10.1899815,11.83604884,BA,Itas/Gadau,5010,Gadau,BA1009,Rugar Alhaji Babba,,3909487,7e48ff86-b20a-4801-942e-1bec75ea89d7,RI Settlements existing in the GBD,Abbari Health Post,10.20789,11.85632,13,62,4
20170508113506+01:00,eHA_Polio,10.21142711,11.84328649,BA,Itas/Gadau,5010,Gadau,BA1009,Rugar Alhaji Yakuba,,3675586,fb452dce-bb80-40fe-a364-032fd07347c9,RI Settlements existing in the GBD,Abbari Health Post,10.20789,11.85632,5,31,2
20170508113505+01:00,eHA_Polio,10.25597294,11.8723385,BA,Itas/Gadau,5010,Gadau,BA1009,Sabon Sara,,3792394,678980b9-9553-4b9d-b3b9-a9e43e2d6759,RI Settlements existing in the GBD,Abbari Health Post,10.20789,11.85632,8,46,7
20170508113506+01:00,eHA_Polio,10.1325926,11.85851253,BA,Itas/Gadau,5010,Gadau,BA1009,Gadau,,3892694,d08ddaff-9850-48b4-a7a0-c3e3eae2e176,RI Settlements existing in the GBD,Gadau Primary Health Center,10.16486,11.83398,0,0,6
20170508113505+01:00,eHA_Polio,10.14406107,11.76170824,BA,Itas/Gadau,5010,Gadau,BA1009,Garin Gashi,,3708755,b8b714e4-3b3d-4387-a17a-84814c4d2673,RI Settlements existing in the GBD,Gadau Primary Health Center,10.16486,11.83398,5,33,12
20171014171641+01:00,Bauchi RI,10.13700433,11.7932093,BA,Itas/Gadau,5010,Gadau,BA1009,Kuka Zaure,,3683084,d27a4903-bcc4-43a3-b44c-5a10de36bf04,RI Settlements collected from the field,Gadau Primary Health Center,10.16486,11.83398,9,52,10
20170508113504+01:00,eHA_Polio,10.13870159,11.83476881,BA,Itas/Gadau,5010,Gadau,BA1009,Lamba Jauro Isah,,3742153,2f301b7a-a7c7-421c-b765-a2f3a9693082,RI Settlements existing in the GBD,Gadau Primary Health Center,10.16486,11.83398,12,73,4
20170508113505+01:00,eHA_Polio,10.17288723,11.8319659,BA,Itas/Gadau,5010,Gadau,BA1009,Malumawa,,3658959,8d652d88-d041-4a16-a79b-420d7e8d6a5b,RI Settlements existing in the GBD,Gadau Primary Health Center,10.16486,11.83398,11,61,2
20171014171640+01:00,Bauchi RI,10.160657,11.809862,BA,Itas/Gadau,5010,Gadau,BA1009,University Quaters,,3716271,898d10de-f3bc-4dc9-a507-1e8ee9eec8de,New Settlements,Gadau Primary Health Center,10.16486,11.83398,,,
20170508113504+01:00,eHA_Polio,10.23600186,11.88114019,BA,Itas/Gadau,5010,Gadau,BA1009,Asigeri,,3842851,0aec3b82-ae78-44cc-bb47-5858484ce3fe,RI Settlements existing in the GBD,Walai Dispensary,10.17208,11.87208,12,69,8
20171014172140+01:00,Bauchi RI,10.131454,11.833702,BA,Itas/Gadau,5010,Gadau,BA1009,Lamba Jauro Dan Waila,,3733164,9357f607-15a6-472c-a777-bed23973b138,RI Settlements collected from the field,Walai Dispensary,10.17208,11.87208,219,1168,9
20170508113504+01:00,eHA_Polio,10.22208958,11.87680381,BA,Itas/Gadau,5010,Gadau,BA1009,Manare,,3742267,0ad5e868-8440-4e35-be1e-cdde5d0e2475,RI Settlements existing in the GBD,Walai Dispensary,10.17208,11.87208,7,36,7
20170508113505+01:00,eHA_Polio,10.1846257,11.8678821,BA,Itas/Gadau,5010,Gadau,BA1009,Rigar Jauro Dankawu,,3742203,51baa545-9aa7-4ae5-9ec9-05cf647dc5c8,RI Settlements existing in the GBD,Walai Dispensary,10.17208,11.87208,0,0,5
20170508113504+01:00,eHA_Polio,10.18358207,11.89334756,BA,Itas/Gadau,5010,Gadau,BA1009,Rigar Walai ,,3792298,26d86d26-aa20-4c7f-a849-d5d3cdf768cd,RI Settlements existing in the GBD,Walai Dispensary,10.17208,11.87208,0,0,4
20170508113504+01:00,eHA_Polio,10.18877552,11.8916249,BA,Itas/Gadau,5010,Gadau,BA1009,Taura,,3775783,36184b05-9d61-42fe-874c-0794f72ec7ea,RI Settlements existing in the GBD,Walai Dispensary,10.17208,11.87208,3,15,4
20171014172140+01:00,Bauchi RI,10.168704,11.868453,BA,Itas/Gadau,5010,Gadau,BA1009,Walai ,,3749696,a3214c9b-2d49-41d4-be61-2a3952c77cfc,RI Settlements collected from the field,Walai Dispensary,10.17208,11.87208,219,1168,1
20170508113505+01:00,eHA_Polio,9.97471299,11.84503222,BA,Itas/Gadau,5010,Gijina,BA1014,Argumma,,3859226,9ade1559-40d4-4b18-98bb-1283b649c0e3,RI Settlements existing in the GBD,Itas General Hospital,9.968384,11.85275,5,40,2
20170508113505+01:00,eHA_Polio,9.97097472,11.84802153,BA,Itas/Gadau,5010,Gijina,BA1014,Bakata,,3909252,7454ca98-d914-436d-a2b4-1d5a89e619d5,RI Settlements existing in the GBD,Itas General Hospital,9.968384,11.85275,5,41,1
20170508113504+01:00,eHA_Polio,9.96315656,11.84241843,BA,Itas/Gadau,5010,Gijina,BA1014,Rigar Taki,,3859208,11ca5cb8-5232-4f9b-aca4-285add1070dc,RI Settlements existing in the GBD,Itas General Hospital,9.968384,11.85275,4,32,2
20170508113505+01:00,eHA_Polio,9.92290553,11.8767982,BA,Itas/Gadau,5010,Gijina,BA1014,Asarare ,,3909186,c483fe66-f2d5-452e-b804-c8162bd05649,RI Settlements existing in the GBD,Itas Health Post,9.998108,11.82648,6,47,25
20171014171640+01:00,Bauchi RI,9.914765771,11.86350523,BA,Itas/Gadau,5010,Gijina,BA1014,Dagwargan,,3766487,71a96923-1a07-4b99-bb12-86ef19c5e2db,New Settlements collected based on JSI data collection,Itas Health Post,9.998108,11.82648,,,
20170508113505+01:00,eHA_Polio,9.93725514,11.88079735,BA,Itas/Gadau,5010,Gijina,BA1014,Dangoli,,3725334,56c71f83-fcbf-43c9-955b-4ddaff24d354,RI Settlements existing in the GBD,Itas Health Post,9.998108,11.82648,3,21,24
20171014172140+01:00,Bauchi RI,9.940716,11.889706,BA,Itas/Gadau,5010,Gijina,BA1014,Funare,,3833356,3c5d6555-6bce-43ee-83db-460540f9d77b,RI Settlements collected from the field,Itas Health Post,9.998108,11.82648,1,9,22
